Date,Price Close,Price Target,Revenue - Median,Revenue,Operating Profit,Net Income after Tax,Total Assets,Total Liabilities,Shareholders Equity,Net Cash
2015-06,15.92,16.86035,20346.379,21329.0,2069.0,1025.0,148369.0,84497.0,63872.0,5466.0
2015-09,14.05,16.07931,16667.871,16014.0,280.0,-743.0,144585.0,83411.0,61174.0,5432.0
2015-12,13.8,15.98571,18071.108,14955.0,100.0,-8155.0,139001.0,81592.0,57409.0,5209.0
2016-03,13.3,15.18276,20100.0,12357.0,-262.0,-800.0,122978.0,70389.0,52589.0,6023.0
2016-06,14.52,15.26111,11543.969,13416.0,437.0,-444.0,122341.0,70038.0,52303.0,5099.0
2016-09,12.82,15.36852,12091.452,13195.0,245.0,-561.0,119988.0,69844.0,50144.0,4802.0
2016-12,15.47,15.63214,12822.165,15884.0,1219.0,341.0,124545.0,71459.0,53086.0,5674.0
2017-03,15.35,16.49655,13689.531,18047.0,1938.0,967.0,125203.0,72070.0,53133.0,5465.0
2017-06,13.16,16.09107,18033.879,15643.0,691.0,18.0,117820.0,68891.0,48929.0,4939.0
2017-09,14.0,15.31852,13387.16,15684.0,1040.0,345.0,115882.0,69305.0,46577.0,5863.0
2017-12,13.8,15.50893,13892.191,17545.0,1142.0,2047.0,114928.0,66849.0,48079.0,7363.0
2018-03,14.288,15.92143,17260.794,17932.0,2439.0,948.0,114324.0,66092.0,48232.0,5725.0
2018-06,15.906,17.78077,18188.901,18139.0,2302.0,1257.0,118344.0,67873.0,50471.0,7440.0
2018-09,16.282,18.53077,18800.25,19695.0,3666.0,1530.0,123188.0,72320.0,50868.0,10341.0
2018-12,13.748,18.05769,19095.685,20056.0,2243.0,402.0,118373.0,67300.0,51073.0,10855.0
2019-03,15.754,18.21667,18701.951,18540.0,2590.0,1095.0,127802.0,75026.0,52776.0,10260.0
2019-06,14.606,17.94167,17456.3715,18440.0,2634.0,425.0,124883.0,73877.0,51006.0,10554.0
2019-09,14.034,17.158,17609.111,16686.0,1911.0,524.0,122346.0,70875.0,51471.0,4433.0
2019-12,13.846,16.35962,17601.153,16215.0,1678.0,-1889.0,123440.0,75540.0,47900.0,5994.0
2020-03,9.22,10.78,16987.3325,13873.0,-616.0,-2927.0,120006.0,74621.0,45385.0,3641.0
2020-06,8.49,10.198,11168.628,8157.0,-29.0,-4405.0,115085.0,76246.0,38839.0,6527.0
2020-09,6.688,9.51667,11660.715,10326.0,231.0,-501.0,110102.0,73569.0,36533.0,6879.0
2020-12,8.548,9.375,12573.61,11631.0,764.0,-795.0,109648.0,72155.0,37493.0,9413.0
2021-03,10.494,10.80217,12160.694,14494.0,1848.0,860.0,115634.0,75677.0,39957.0,8464.0
2021-06,10.27,11.682,12861.057,16294.0,2608.0,252.0,119989.0,79409.0,40580.0,9720.0
2021-09,11.546,12.332,14476.108,19021.0,2840.0,1208.0,134897.0,94617.0,40280.0,7371.0
2021-12,12.22,14.40124,16616.895,26766.0,5863.0,3520.0,137765.0,93246.0,44519.0,8265.0
2022-03,13.294,16.04583,18948.0255,26766.0,5863.0,3520.0,137765.0,93246.0,44519.0,8265.0
